seed,aa,af,final_old_task_accuracy,max_memory_mb,mean_epoch_time_sec,mean_batch_latency_ms,final_ood_auroc,final_ood_fpr_at_95tpr,seed_dir
42,0.8805333333333333,0.07579999999999998,0.87184,6106.7236328125,181.6917647113694,547.9386952462423,0.8132297777777777,0.7256666666666667,output/paper_full_e5/seed_42
43,0.8654999999999999,0.07431999999999998,0.8542,6114.13134765625,181.9433894722315,548.8783783427765,0.7884824444444444,0.867,output/paper_full_e5/seed_43
44,0.8592666666666666,0.08584000000000003,0.85612,6110.08251953125,181.33619097867052,546.9809540729804,0.7831474444444444,0.7457777777777778,output/paper_full_e5/seed_44
