seed,aa,af,final_old_task_accuracy,max_memory_mb,mean_epoch_time_sec,mean_batch_latency_ms,final_ood_auroc,final_ood_fpr_at_95tpr,seed_dir
42,0.8381333333333333,0.16192,0.8111599999999999,6109.77880859375,258.4837772181335,1014.6149377606497,0.6769855555555556,0.8783333333333333,output/paper_der_wa_e5/seed_42
43,0.8010333333333334,0.19340000000000002,0.76604,6111.6591796875,139.7822888921985,578.9073465446668,0.7255266666666668,0.8562222222222222,output/paper_der_wa_e5/seed_43
44,0.7993333333333333,0.20628000000000002,0.765,6109.82275390625,134.38537841026553,546.0152004593343,0.7714067777777778,0.7225555555555555,output/paper_der_wa_e5/seed_44
